Date,AAPL,FLS,GME,HRL,HSY,MSFT,SPG,SUN,TER,X
2016-02-09,21.957250595092773,35.21113967895508,20.930395126342773,36.77995681762695,77.77904510498047,44.50371551513672,134.14627075195312,12.370083808898926,16.987606048583984,7.0204548835754395
2016-02-10,21.790821075439453,34.88206100463867,20.567663192749023,36.993019104003906,77.71842193603516,44.892051696777344,137.0814208984375,12.527933120727539,17.14056396484375,6.771773815155029
2016-02-11,21.65906524658203,35.40681076049805,20.583099365234375,37.01076889038086,76.6273422241211,44.874000549316406,137.2932586669922,12.206972122192383,16.777292251586914,6.532657623291016
2016-02-12,21.72610092163086,36.305091857910156,20.82234764099121,36.842098236083984,77.67510986328125,45.60548782348633,138.83645629882812,12.701566696166992,16.93980598449707,7.077843189239502
2016-02-16,22.33865737915039,37.292327880859375,21.60955238342285,39.45212173461914,78.27262115478516,46.469573974609375,140.96974182128906,14.816740036010742,17.427349090576172,7.163924217224121
2016-02-17,22.680767059326172,38.4129638671875,22.180662155151367,39.47875213623047,79.32907104492188,47.679290771484375,141.5446319580078,15.674386978149414,17.89577865600586,8.18734073638916
2016-02-18,22.250816345214844,38.37738800048828,22.566547393798828,38.076087951660156,78.3592300415039,47.4700927734375,143.1710662841797,15.669124603271484,17.96270179748535,7.957790851593018
2016-02-19,22.199970245361328,36.81205749511719,21.75618553161621,37.95180130004883,78.82684326171875,47.13355255126953,143.31478881835938,15.53232479095459,18.000934600830078,7.747369289398193
2016-02-22,22.394136428833008,38.510799407958984,22.54339027404785,38.200374603271484,78.23800659179688,47.888492584228516,143.2996368408203,16.289995193481445,18.048736572265625,8.110823631286621
2016-02-23,21.887908935546875,37.550254821777344,22.720903396606445,38.67976760864258,78.36262512207031,46.55143356323242,143.48878479003906,15.911157608032227,17.828861236572266,7.689980506896973
2016-02-24,22.213834762573242,37.274532318115234,23.068199157714844,38.80405044555664,79.0250015258789,46.715145111083984,143.1029510498047,16.095314025878906,18.183712005615234,7.393476486206055
2016-02-25,22.366397857666016,37.00772476196289,23.122222900390625,38.94609451293945,80.13191986083984,47.38822555541992,145.19845581054688,15.353429794311523,18.45224380493164,7.517816543579102
2016-02-26,22.40106773376465,37.61250305175781,23.569849014282227,38.147117614746094,78.98143005371094,46.66058349609375,144.03346252441406,16.216331481933594,18.337160110473633,7.948226451873779
2016-02-29,22.3502140045166,37.37236785888672,23.78594398498535,37.738739013671875,79.21675872802734,46.27857208251953,143.52662658691406,15.811186790466309,18.298797607421875,8.72296142578125
2016-03-01,23.237842559814453,38.09278106689453,23.878555297851562,38.19150924682617,80.06217956542969,47.82482147216797,147.18038940429688,16.17424201965332,18.75914192199707,8.789915084838867
2016-03-02,23.288694381713867,38.3507080078125,24.148672103881836,38.48445510864258,80.41952514648438,48.1613655090332,147.73263549804688,17.294963836669922,18.79750633239746,10.855880737304688
2016-03-03,23.462066650390625,38.69757080078125,25.244590759277344,39.14140319824219,81.36953735351562,47.615623474121094,149.3363494873047,17.36336898803711,18.941368103027344,11.812346458435059
2016-03-04,23.81110191345215,39.248992919921875,24.37812042236328,39.07038116455078,81.21265411376953,47.324554443359375,150.17608642578125,17.23708724975586,18.864643096923828,12.414918899536133
2016-03-07,23.547595977783203,40.57418441772461,23.995630264282227,38.564353942871094,80.56768035888672,46.41500473022461,151.0308837890625,17.610668182373047,19.152355194091797,12.979232788085938
2016-03-08,23.353422164916992,39.151161193847656,23.51165771484375,38.786293029785156,80.21907043457031,46.97892379760742,149.5482177734375,17.14238166809082,18.75914192199707,11.812346458435059
2016-03-09,23.374225616455078,39.08890151977539,24.42496109008789,38.99048614501953,80.6810073852539,48.06131362915039,149.60873413085938,16.968746185302734,18.83586883544922,11.98450756072998
2016-03-10,23.385784149169922,39.044429779052734,23.76144790649414,38.626495361328125,80.14061737060547,47.34276580810547,149.7978515625,16.937177658081055,19.037275314331055,13.744403839111328
2016-03-11,23.637739181518555,40.182857513427734,24.00343132019043,38.68864059448242,80.8117446899414,48.270503997802734,152.28660583496094,17.50016975402832,19.334579467773438,13.897439002990723
2016-03-14,23.697839736938477,40.182857513427734,24.71377944946289,38.9283332824707,80.46310424804688,48.361454010009766,150.60723876953125,17.247610092163086,19.229080200195312,13.935698509216309
2016-03-15,24.174015045166016,39.053321838378906,24.026853561401367,39.13253402709961,80.65483856201172,48.74348068237305,151.02330017089844,17.410722732543945,19.43048858642578,13.65832233428955
2016-03-16,24.495315551757812,39.6759033203125,24.908933639526367,39.43435287475586,80.87273406982422,49.43475341796875,151.70416259765625,17.642230987548828,19.76615333557129,14.777386665344238
2016-03-17,24.45602798461914,40.89436721801758,24.479602813720703,39.10588836669922,80.74198913574219,49.716712951660156,155.17636108398438,17.800085067749023,19.94837760925293,14.748693466186523
2016-03-18,24.483760833740234,41.632564544677734,24.06588363647461,38.7951774597168,79.29520416259766,48.65252685546875,155.04779052734375,17.631710052490234,20.379947662353516,15.073893547058105
2016-03-21,24.481449127197266,41.98832321166992,24.08149528503418,38.7330322265625,79.20803833007812,48.98906707763672,153.5650634765625,17.626449584960938,20.43749237060547,14.490447998046875
2016-03-22,24.668685913085938,41.684715270996094,23.55849266052246,38.65313720703125,77.87454986572266,49.18006896972656,153.08848571777344,17.584352493286133,20.341588973999023,14.911293029785156
2016-03-23,24.532299041748047,39.702274322509766,23.70680809020996,38.786293029785156,78.37133026123047,49.08911895751953,152.4303741455078,16.958221435546875,20.197731018066406,14.193944931030273
2016-03-24,24.425973892211914,39.4165153503418,23.628747940063477,38.41343307495117,78.50205993652344,49.30740737915039,152.3849639892578,16.97400665283203,20.226503372192383,15.093019485473633
2016-03-28,24.315019607543945,39.211124420166016,23.488239288330078,38.883949279785156,78.71998596191406,48.697998046875,153.61802673339844,17.052928924560547,20.188138961791992,14.892163276672363
2016-03-29,24.89059066772461,39.4075927734375,24.596691131591797,39.41661071777344,80.06217956542969,49.7621955871582,156.5456085205078,17.131855010986328,20.58135414123535,15.418218612670898
2016-03-30,25.32515525817871,39.32722854614258,24.791839599609375,39.017120361328125,80.053466796875,50.071434020996094,155.6302947998047,17.294963836669922,20.677257537841797,15.743412017822266
2016-03-31,25.193401336669922,39.65762710571289,24.768421173095703,38.386810302734375,80.26263427734375,50.235164642333984,157.11300659179688,17.43177032470703,20.70603370666504,15.351268768310547
2016-04-01,25.4245548248291,39.211124420166016,24.463987350463867,38.981605529785156,81.6745834350586,50.54441833496094,158.17958068847656,17.021360397338867,20.859477996826172,15.829499244689941
2016-04-04,25.68576431274414,38.00559997558594,24.143943786621094,38.66201400756836,80.61997985839844,50.417076110839844,157.92239379882812,16.7688045501709,20.773160934448242,15.427781105041504
2016-04-05,25.382949829101562,37.59482192993164,23.644357681274414,37.49905014038086,79.60896301269531,49.625770568847656,156.62884521484375,16.731971740722656,20.303226470947266,15.53299617767334
2016-04-06,25.64877700805664,37.77341079711914,23.488239288330078,38.17374801635742,80.06217956542969,50.13511276245117,157.84677124023438,17.089759826660156,20.32240867614746,16.068613052368164
2016-04-07,25.08938217163086,37.61268615722656,22.731060028076172,37.45465087890625,79.3475112915039,49.5348014831543,156.43212890625,16.995054244995117,19.78533363342285,15.313009262084961
2016-04-08,25.117122650146484,37.69305419921875,23.019882202148438,37.12618637084961,80.01859283447266,49.49842071533203,156.66665649414062,16.989791870117188,20.00592041015625,15.791239738464355
2016-04-11,25.200336456298828,37.77341079711914,23.324312210083008,36.54914093017578,79.83558654785156,49.39836502075195,156.34889221191406,16.87929916381836,19.938785552978516,16.57554054260254
2016-04-12,25.52857208251953,38.66640853881836,23.488239288330078,36.11412811279297,80.30621337890625,49.70762634277344,157.43069458007812,17.773771286010742,19.80451774597168,16.852916717529297
2016-04-13,25.89842414855957,39.69334030151367,24.565462112426758,35.35065841674805,80.27134704589844,50.344303131103516,157.0751495361328,17.71589469909668,20.130598068237305,18.191974639892578
2016-04-14,25.91228485107422,39.648704528808594,24.705974578857422,34.97199249267578,80.34980773925781,50.35341262817383,157.30966186523438,17.668542861938477,19.957965850830078,18.048505783081055
2016-04-15,25.392192840576172,39.541534423828125,24.815256118774414,35.159095764160156,81.50028228759766,50.617183685302734,157.2490997314453,17.226566314697266,19.862062454223633,18.402389526367188
2016-04-18,24.844358444213867,39.684410095214844,25.143110275268555,35.10564041137695,81.96221160888672,51.35392761230469,158.15689086914062,17.742204666137695,19.881242752075195,18.488475799560547
2016-04-19,24.712600708007812,41.095340728759766,25.330455780029297,35.16800308227539,82.41542053222656,51.29025650024414,157.5441436767578,18.189441680908203,19.842878341674805,19.16756248474121
2016-04-20,24.763456344604492,41.82758712768555,25.673917770385742,34.38390350341797,79.82685089111328,50.56260681152344,154.10977172851562,18.5998477935791,19.80451774597168,18.966705322265625
2016-04-21,24.495315551757812,41.62221145629883,25.22117042541504,33.715667724609375,78.24932098388672,50.73542022705078,150.758544921875,18.231538772583008,19.708614349365234,18.80410385131836
2016-04-22,24.428287506103516,41.9704704284668,25.60366439819336,33.5552864074707,78.92042541503906,47.09716796875,152.91455078125,18.973426818847656,19.842878341674805,18.70846176147461
2016-04-25,24.289596557617188,41.21143341064453,25.60366439819336,33.77803421020508,79.6351089477539,47.3973274230957,154.07191467285156,18.541969299316406,19.603116989135742,17.455488204956055
2016-04-26,24.1208553314209,41.87223815917969,26.00957679748535,34.07207107543945,78.09243774414062,46.787925720214844,154.28370666503906,18.894502639770508,19.871654510498047,17.685043334960938
2016-04-27,22.611419677734375,42.720577239990234,26.056413650512695,34.36609649658203,79.1993179321289,46.3331298828125,154.7527618408203,19.115489959716797,20.130598068237305,17.7137393951416
2016-04-28,21.920276641845703,41.854373931884766,25.681724548339844,34.50865936279297,79.88786315917969,45.3871955871582,154.0643768310547,19.09444236755371,18.423477172851562,17.56070327758789
2016-04-29,21.668317794799805,43.58677673339844,25.60366439819336,34.34828567504883,81.1516342163086,45.359901428222656,152.18075561523438,18.88397789001465,18.135759353637695,18.27805519104004
2016-05-02,21.64519691467285,43.72072982788086,25.26019859313965,34.49083709716797,81.68328094482422,46.032981872558594,154.71495056152344,18.64194679260254,18.222074508666992,19.416244506835938
2016-05-03,22.001176834106445,42.88131332397461,24.432764053344727,34.330467224121094,80.93375396728516,45.278045654296875,155.04779052734375,18.36307716369629,18.10698890686035,18.125019073486328
2016-05-04,21.7723331451416,41.39895248413086,23.995630264282227,34.50865936279297,80.30621337890625,45.359901428222656,157.05999755859375,18.318355560302734,17.99189567565918,18.077190399169922
2016-05-05,21.683958053588867,40.934600830078125,23.503849029541016,34.02751541137695,80.0970458984375,45.4235725402832,157.6803436279297,18.108240127563477,18.030263900756836,18.125019073486328
2016-05-06,21.563024520874023,41.30965042114258,23.488239288330078,34.34828567504883,79.84428405761719,45.83287811279297,159.4807586669922,17.8065185546875,17.953536987304688,18.067628860473633
2016-05-09,21.579309463500977,40.41666793823242,23.566299438476562,35.408592224121094,80.59383392333984,45.54181671142578,161.1601104736328,17.53174591064453,18.049442291259766,15.564630508422852
2016-05-10,21.725818634033203,41.36323928833008,23.823898315429688,35.64023971557617,81.19522094726562,46.40589904785156,161.8258514404297,17.795745849609375,18.174121856689453,15.929049491882324
2016-05-11,21.514190673828125,41.54183578491211,22.793506622314453,35.64914321899414,80.39338684082031,46.433189392089844,153.74664306640625,18.242929458618164,18.05903434753418,15.842741012573242
2016-05-12,21.009532928466797,41.05961608886719,22.7154483795166,35.82734298706055,81.19522094726562,46.85158920288086,154.35182189941406,18.102846145629883,17.74254608154297,14.20284366607666
2016-05-13,21.051395416259766,40.523834228515625,22.42662239074707,35.5511360168457,80.56768035888672,46.460472106933594,149.815185546875,17.957380294799805,17.70418357849121,13.406871795654297
2016-05-16,21.83279800415039,40.872093200683594,22.652996063232422,35.85408401489258,80.78556823730469,47.14264678955078,152.01870727539062,18.302196502685547,17.8288631439209,13.589079856872559
2016-05-17,21.742103576660156,40.97925567626953,22.215864181518555,34.57102584838867,79.05116271972656,46.26335144042969,149.03749084472656,17.978927612304688,17.598690032958984,13.55072021484375
2016-05-18,21.99094009399414,40.702430725097656,21.880203247070312,31.61288833618164,78.33645629882812,46.53814697265625,147.52781677246094,17.607173919677734,17.74254608154297,12.706795692443848
2016-05-19,21.90721321105957,40.10411834716797,22.286117553710938,31.514881134033203,78.99888610839844,46.08934020996094,147.8022918701172,17.477869033813477,17.68499755859375,12.908186912536621
2016-05-20,22.144433975219727,40.91674041748047,22.231475830078125,31.060470581054688,79.1121826171875,46.364105224609375,148.7782745361328,18.038198471069336,18.07821273803711,12.812289237976074
2016-05-23,22.425830841064453,40.99710464477539,22.22366714477539,31.069379806518555,79.49200439453125,45.82372283935547,149.25103759765625,18.12978744506836,18.07821273803711,13.253430366516113
2016-05-24,22.767696380615234,41.7918701171875,22.403207778930664,31.00699806213379,80.12358856201172,47.2525634765625,150.68441772460938,18.221376419067383,18.586515426635742,12.994497299194336
2016-05-25,23.167699813842773,43.34565734863281,23.20722007751465,30.83771324157715,80.14114379882812,47.73800277709961,149.51023864746094,18.194440841674805,18.63446807861328,13.694570541381836
2016-05-26,23.351423263549805,43.2385139465332,23.402374267578125,31.09610939025879,80.83412170410156,47.52734375,150.30319213867188,17.995094299316406,18.71119499206543,14.145304679870605
2016-05-27,23.337467193603516,42.988468170166016,22.481266021728516,30.989187240600586,81.22884368896484,47.92118453979492,150.79115295410156,18.086685180664062,18.990177154541016,13.790472030639648
2016-05-31,23.2235164642334,42.979549407958984,22.7154483795166,30.659507751464844,81.44818115234375,48.54401397705078,150.69204711914062,17.871171951293945,19.05751609802246,13.876784324645996
2016-06-01,22.897926330566406,43.0063362121582,22.598356246948242,30.677339553833008,81.57974243164062,48.406620025634766,151.1647491455078,18.183664321899414,19.038278579711914,13.493182182312012
2016-06-02,22.725830078125,43.73857879638672,22.551517486572266,30.54368019104004,81.36921691894531,48.06774139404297,150.509033203125,18.194440841674805,18.990177154541016,14.260383605957031
2016-06-03,22.7723445892334,43.899322509765625,22.348562240600586,30.891178131103516,82.01835632324219,47.435752868652344,152.10255432128906,17.925050735473633,18.961318969726562,14.653573989868164
2016-06-06,22.937458038330078,45.60492706298828,22.51463508605957,30.30310821533203,81.83412170410156,47.747169494628906,151.47735595703125,18.156728744506836,18.970937728881836,15.353649139404297
2016-06-07,23.030487060546875,46.23002624511719,22.506729125976562,30.650602340698242,81.76395416259766,47.71967697143555,152.1178436279297,18.167499542236328,19.172964096069336,15.276927947998047
2016-06-08,23.009553909301758,46.72117233276367,22.324840545654297,30.775346755981445,82.21131134033203,47.66473388671875,153.59698486328125,16.669702529907227,19.355743408203125,16.974367141723633
2016-06-09,23.174671173095703,46.67652130126953,21.56565284729004,31.09610939025879,84.57976531982422,47.2800407409668,153.74945068359375,16.06627655029297,19.461559295654297,16.725025177001953
2016-06-10,22.98397445678711,45.3906135559082,20.98044776916504,30.971364974975586,84.56221771240234,47.15180587768555,152.6896514892578,15.88309383392334,19.14409637451172,16.56199073791504
2016-06-13,22.637460708618164,44.60478591918945,20.58503532409668,30.686243057250977,83.88677978515625,45.924468994140625,153.8104705810547,15.786116600036621,18.951702117919922,16.398962020874023
2016-06-14,22.665367126464844,44.83696365356445,20.347789764404297,30.60605239868164,84.7201156616211,45.640541076660156,154.6415557861328,15.775339126586914,18.82663345336914,15.670119285583496
2016-06-15,22.5909481048584,44.578006744384766,20.66411781311035,30.454586029052734,84.25521087646484,45.51229476928711,155.708984375,15.796890258789062,18.730430603027344,16.91682243347168
2016-06-16,22.686294555664062,44.12257385253906,20.505950927734375,31.149559020996094,84.89554595947266,46.15345001220703,157.2262725830078,15.602926254272461,18.432209014892578,17.137393951416016
2016-06-17,22.170013427734375,44.64943313598633,20.679935455322266,31.07830047607422,85.18504333496094,45.915313720703125,156.9822998046875,16.195585250854492,18.355249404907227,17.24288558959961
2016-06-20,22.116519927978516,45.02449417114258,20.87763786315918,30.86444091796875,84.77274322509766,45.8603515625,157.79812622070312,16.109376907348633,18.768917083740234,17.549762725830078
2016-06-21,22.30489730834961,44.44404602050781,20.434782028198242,31.113920211791992,85.49208068847656,46.886192321777344,158.91891479492188,16.64815330505371,18.980558395385742,16.686660766601562
2016-06-22,22.221176147460938,44.381290435791016,20.561311721801758,30.80207061767578,85.39557647705078,46.70301055908203,159.0409393310547,16.24945831298828,19.076759338378906,16.41813850402832
2016-06-23,22.34908103942871,45.07154083251953,20.822280883789062,30.81989097595215,85.1938247680664,47.545658111572266,159.42214965820312,16.60505485534668,19.509668350219727,17.30042839050293
2016-06-24,21.721172332763672,40.78669357299805,20.039369583129883,31.488149642944336,85.93944549560547,45.640541076660156,157.44741821289062,16.195585250854492,18.278291702270508,15.334465980529785
2016-06-27,21.404890060424805,38.54566192626953,20.16590118408203,31.906925201416016,85.27277374267578,44.358245849609375,158.55294799804688,15.72146224975586,17.479812622070312,14.528904914855957
2016-06-28,21.76535415649414,39.01179885864258,20.600849151611328,31.167394638061523,84.4130859375,45.283321380615234,162.47195434570312,16.163259506225586,18.105125427246094,15.161849021911621
2016-06-29,21.95372772216797,39.79166793823242,20.885547637939453,31.47032356262207,85.21135711669922,46.29084777832031,163.87490844726562,16.45419692993164,18.48992347717285,15.315287590026855
2016-06-30,22.23280143737793,40.49087142944336,21.01998519897461,32.61082458496094,99.55359649658203,46.86787414550781,165.37698364257812,16.136316299438477,18.94207763671875,16.168800354003906
2016-07-01,22.300247192382812,40.74186706542969,21.399578094482422,32.3256950378418,98.20272827148438,46.85872268676758,165.55995178222656,15.780729293823242,18.711193084716797,17.520994186401367
2016-07-05,22.0909366607666,39.5944709777832,20.798555374145508,32.726646423339844,96.97463989257812,46.86787414550781,167.9159393310547,15.608317375183105,18.441831588745117,16.91682243347168
2016-07-06,22.216522216796875,40.221954345703125,20.932998657226562,32.63754653930664,95.8693618774414,47.060218811035156,165.86489868164062,15.31737995147705,18.56688690185547,17.21411895751953
2016-07-07,22.311878204345703,40.293670654296875,20.822280883789062,32.4682502746582,96.5272445678711,47.060218811035156,164.378173828125,14.837870597839355,18.682331085205078,17.357969284057617
2016-07-08,22.483970642089844,41.04664993286133,21.64473533630371,32.61973190307617,97.10621643066406,47.90285873413086,167.40505981445312,15.473627090454102,19.14409637451172,18.249841690063477
2016-07-11,22.553735733032227,41.38728713989258,22.49881935119629,32.450435638427734,96.61498260498047,48.168487548828125,169.06724548339844,15.893869400024414,19.75016975402832,19.189664840698242
2016-07-12,22.65606689453125,42.866363525390625,22.728153228759766,32.31679153442383,95.38687896728516,48.736358642578125,168.853759765625,16.174028396606445,20.086870193481445,20.24456787109375
2016-07-13,22.528154373168945,42.76774978637695,22.815147399902344,32.57516860961914,95.02723693847656,49.011138916015625,170.973388671875,16.033952713012695,20.365856170654297,20.254159927368164
2016-07-14,22.97467803955078,43.56556701660156,22.633256912231445,32.83906936645508,94.81671142578125,49.22179412841797,169.39511108398438,16.195585250854492,20.058015823364258,20.407602310180664
2016-07-15,22.97234535217285,43.52971267700195,22.13504409790039,32.445465087890625,97.07112884521484,49.185157775878906,169.98219299316406,16.179418563842773,19.990673065185547,20.791200637817383
2016-07-18,23.216533660888672,43.30561447143555,23.874845504760742,32.67805099487305,95.9395523071289,49.423301696777344,169.4789581298828,16.174028396606445,20.086870193481445,20.829557418823242
2016-07-19,23.2258358001709,42.5705451965332,23.874845504760742,32.93746566772461,95.9132080078125,48.626441955566406,170.05081176757812,16.297950744628906,20.0195369720459,20.06235694885254
2016-07-20,23.246767044067383,42.9649658203125,24.610309600830078,32.955360412597656,95.7202377319336,51.209354400634766,170.21092224121094,16.367996215820312,20.51978302001953,19.54449462890625
2016-07-21,23.123510360717773,42.552616119384766,24.5233154296875,32.96430206298828,96.13252258300781,51.10860061645508,170.94288635253906,16.432647705078125,19.971431732177734,19.678754806518555
2016-07-22,22.944442749023438,42.740867614746094,24.36515235900879,32.99114990234375,96.44829559326172,51.813865661621094,171.78160095214844,16.502685546875,20.086870193481445,20.29251480102539
2016-07-25,22.637460708618164,42.45401382446289,24.420507431030273,32.928531646728516,97.35181427001953,51.96041488647461,171.1563720703125,16.631988525390625,20.067636489868164,20.43636703491211
2016-07-26,22.48164176940918,43.56556701660156,24.71311378479004,32.69593811035156,96.08866119384766,51.98789596557617,171.17161560058594,16.572725296020508,20.327373504638672,22.009132385253906
2016-07-27,23.94212532043457,44.327510833740234,24.768468856811523,32.391788482666016,94.9044418334961,51.465816497802734,169.03677368164062,16.64815330505371,20.346622467041016,24.445003509521484
2016-07-28,24.265380859375,44.28268814086914,24.649845123291016,32.74961853027344,97.67637634277344,51.484134674072266,170.8437957763672,16.631988525390625,19.6732120513916,25.797197341918945
2016-07-29,24.235151290893555,42.89325714111328,24.475868225097656,33.411590576171875,97.15884399414062,51.91461944580078,173.10830688476562,16.702030181884766,18.999801635742188,26.363006591796875
2016-08-01,24.663061141967773,41.19903564453125,24.001375198364258,33.59050369262695,97.27288818359375,51.82302474975586,173.5352325439453,16.702030181884766,18.999801635742188,25.480722427368164
2016-08-02,24.297941207885742,40.90322494506836,23.123563766479492,33.017982482910156,98.39569854736328,51.82302474975586,170.49307250976562,16.76668357849121,18.740047454833984,24.636810302734375
2016-08-03,24.60260009765625,41.58449172973633,23.439895629882812,32.32023620605469,96.91323852539062,52.180233001708984,169.50184631347656,17.102083206176758,18.768917083740234,25.125890731811523
2016-08-04,24.754581451416016,41.75481414794922,23.455711364746094,32.46335220336914,97.123779296875,52.56492233276367,167.4508056640625,16.0560359954834,18.92283821105957,24.924501419067383
2016-08-05,25.131027221679688,42.03269958496094,23.756221771240234,32.57070541381836,97.93954467773438,53.087005615234375,167.5194549560547,16.742332458496094,19.36536407470703,25.40400505065918
2016-08-08,25.33913230895996,42.56159210205078,23.558515548706055,32.633323669433594,97.0974349975586,53.1786003112793,167.7176971435547,16.797679901123047,19.307641983032227,24.81791114807129
2016-08-09,25.4420108795166,42.26577377319336,23.431987762451172,32.64227294921875,96.72899627685547,53.30682373046875,168.22091674804688,16.637176513671875,19.124858856201172,23.319032669067383
2016-08-10,25.252622604370117,42.08648681640625,23.84321403503418,32.89274597167969,98.03604888916016,53.1419563293457,166.9628448486328,16.58182716369629,19.134477615356445,22.281349182128906
2016-08-11,25.236249923706055,42.866363525390625,24.60240364074707,32.58859634399414,98.28166198730469,53.39841079711914,163.58517456054688,16.421321868896484,19.249923706054688,21.79132843017578
2016-08-12,25.294702529907227,42.5705451965332,24.792198181152344,33.15216064453125,97.78166198730469,53.068687438964844,164.0960235595703,16.930511474609375,19.317262649536133,20.234804153442383
2016-08-15,25.598670959472656,43.269752502441406,25.09270668029785,32.83906936645508,98.08866882324219,53.23355484008789,164.48785400390625,16.952651977539062,19.81751251220703,21.426218032836914
2016-08-16,25.575288772583008,43.34145736694336,24.649845123291016,32.37388610839844,97.8079833984375,52.938621520996094,162.55934143066406,16.969255447387695,19.471187591552734,20.763259887695312
2016-08-17,25.53787612915039,43.56556701660156,24.373062133789062,32.517032623291016,99.5009536743164,53.04922103881836,164.4033660888672,17.04673957824707,19.64434242248535,20.64796257019043
2016-08-18,25.505146026611328,43.789669036865234,24.649845123291016,33.134281158447266,99.18518829345703,53.08608627319336,164.69537353515625,17.201711654663086,19.81751251220703,20.955419540405273
2016-08-19,25.570615768432617,44.157188415527344,25.08479881286621,34.58344650268555,99.66764831542969,53.104515075683594,162.81288146972656,17.06334114074707,20.04839515686035,19.58145523071289
