Date,AAPL,FLS,GME,HRL,HSY,MSFT,SPG,SPY,TER,X
2019-05-06,51.0724983215332,50.970001220703125,8.850000381469727,39.5099983215332,121.33999633789062,126.38999938964844,178.58999633789062,289.25,47.93000030517578,16.549999237060547
2019-05-07,51.470001220703125,50.04999923706055,8.770000457763672,39.33000183105469,123.81999969482422,126.45999908447266,177.66000366210938,290.1499938964844,48.029998779296875,16.450000762939453
2019-05-08,50.474998474121094,49.47999954223633,8.75,38.9900016784668,124.13999938964844,125.44000244140625,173.82000732421875,287.5299987792969,47.75,15.520000457763672
2019-05-09,50.099998474121094,48.630001068115234,8.600000381469727,39.15999984741211,124.83000183105469,124.29000091552734,172.22000122070312,285.2300109863281,47.34000015258789,15.270000457763672
2019-05-10,49.35499954223633,48.81999969482422,8.520000457763672,39.58000183105469,125.4800033569336,124.91000366210938,173.77000427246094,285.6199951171875,47.689998626708984,15.800000190734863
2019-05-13,46.9275016784668,48.40999984741211,8.329999923706055,39.36000061035156,126.19000244140625,124.11000061035156,173.64999389648438,282.4200134277344,46.40999984741211,15.079999923706055
2019-05-14,46.602500915527344,48.27000045776367,8.319999694824219,39.54999923706055,126.87000274658203,123.87000274658203,174.7899932861328,281.989990234375,46.369998931884766,14.880000114440918
2019-05-15,46.567501068115234,48.7400016784668,8.4399995803833,39.290000915527344,127.25,124.26000213623047,176.4199981689453,281.5899963378906,45.65999984741211,14.770000457763672
2019-05-16,47.477500915527344,50.220001220703125,8.739999771118164,39.599998474121094,127.69000244140625,126.75,175.13999938964844,285.8399963378906,46.75,15.170000076293945
2019-05-17,46.73249816894531,50.290000915527344,8.539999961853027,39.81999969482422,127.98999786376953,128.30999755859375,173.6999969482422,285.1400146484375,46.5,14.65999984741211
2019-05-20,45.880001068115234,49.06999969482422,8.460000038146973,39.869998931884766,128.89999389648438,126.5199966430664,174.2899932861328,284.05999755859375,44.11000061035156,14.4399995803833
2019-05-21,46.30500030517578,50.0,8.069999694824219,39.91999816894531,129.8800048828125,127.43000030517578,171.1300048828125,285.8299865722656,44.43000030517578,14.300000190734863
2019-05-22,46.165000915527344,50.290000915527344,8.069999694824219,39.88999938964844,130.5,126.62000274658203,172.83999633789062,285.45001220703125,43.4900016784668,14.800000190734863
2019-05-23,44.95000076293945,48.97999954223633,7.840000152587891,37.5,130.11000061035156,126.19999694824219,170.8300018310547,283.1600036621094,42.79999923706055,13.829999923706055
2019-05-24,45.04999923706055,49.08000183105469,7.710000038146973,39.15999984741211,130.13999938964844,126.91000366210938,172.0500030517578,283.739990234375,42.540000915527344,13.8100004196167
2019-05-28,44.72999954223633,48.75,7.849999904632568,40.63999938964844,130.5800018310547,126.9800033569336,171.10000610351562,283.0899963378906,41.880001068115234,13.630000114440918
2019-05-29,44.10499954223633,47.5099983215332,7.730000019073486,38.77000045776367,127.95999908447266,125.37999725341797,168.69000244140625,278.9100036621094,41.119998931884766,13.039999961853027
2019-05-30,44.48749923706055,47.7599983215332,7.570000171661377,39.38999938964844,129.55999755859375,125.26000213623047,163.9600067138672,279.1099853515625,42.380001068115234,12.510000228881836
2019-05-31,44.057498931884766,46.81999969482422,7.46999979019165,39.45000076293945,129.97000122070312,124.2300033569336,162.00999450683594,276.20001220703125,42.02000045776367,11.819999694824219
2019-06-03,43.900001525878906,46.5,7.579999923706055,39.4900016784668,131.92999267578125,123.8499984741211,162.1300048828125,275.30999755859375,42.45000076293945,11.850000381469727
2019-06-04,43.86000061035156,47.900001525878906,7.579999923706055,40.56999969482422,132.4600067138672,121.27999877929688,161.6699981689453,277.1199951171875,42.88999938964844,12.75
2019-06-05,46.06999969482422,48.599998474121094,5.489999771118164,40.59000015258789,133.69000244140625,124.94999694824219,163.4499969482422,282.3299865722656,44.56999969482422,13.359999656677246
2019-06-06,45.77000045776367,48.459999084472656,4.980000019073486,41.349998474121094,136.3300018310547,126.44000244140625,164.8800048828125,283.2900085449219,44.7400016784668,13.119999885559082
